id,aquarium_id,sensor_id,value,created_at,updated_at
100,1,1,26.53,"2022-07-12 05:06:33.741608","2022-07-23 22:11:47.232407"
101,1,1,26.03,"2022-06-26 09:56:14.046416","2022-07-23 22:11:47.240387"
102,1,1,25.99,"2022-07-14 12:16:39.166130","2022-07-23 22:11:47.247684"
103,1,1,25.14,"2022-07-15 09:28:30.446276","2022-07-23 22:11:47.257022"
104,1,1,26.39,"2022-07-01 23:25:08.717216","2022-07-23 22:11:47.265914"
105,1,1,26.81,"2022-07-19 10:52:30.795813","2022-07-23 22:11:47.275305"
106,1,1,26.52,"2022-06-26 10:52:58.195606","2022-07-23 22:11:47.289192"
107,1,1,25.27,"2022-06-24 10:38:59.232259","2022-07-23 22:11:47.301154"
108,1,1,26.34,"2022-07-11 15:33:09.227161","2022-07-23 22:11:47.310773"
109,1,1,25.54,"2022-07-03 18:13:57.354920","2022-07-23 22:11:47.321053"
110,1,1,27.25,"2022-06-27 01:08:06.813565","2022-07-23 22:11:47.329936"
111,1,1,27.55,"2022-07-13 08:35:41.710585","2022-07-23 22:11:47.338621"
112,1,1,26.68,"2022-06-26 20:46:17.276415","2022-07-23 22:11:47.353883"
113,1,1,25.13,"2022-07-05 19:11:34.814135","2022-07-23 22:11:47.363056"
114,1,1,27.03,"2022-07-23 20:38:19.582584","2022-07-23 22:11:47.378115"
115,1,1,26.91,"2022-07-21 20:14:40.869150","2022-07-23 22:11:47.390651"
116,1,1,26.76,"2022-07-03 18:43:55.751650","2022-07-23 22:11:47.400525"
117,1,1,27.86,"2022-06-28 09:21:04.001496","2022-07-23 22:11:47.411896"
118,1,1,25.0,"2022-07-09 12:44:18.439139","2022-07-23 22:11:47.425694"
119,1,1,26.05,"2022-06-27 21:47:30.188453","2022-07-23 22:11:47.440096"
120,1,1,27.77,"2022-07-02 15:00:30.359879","2022-07-23 22:11:47.454542"
121,1,1,26.53,"2022-06-26 13:39:05.875064","2022-07-23 22:11:47.467481"
122,1,1,27.46,"2022-07-13 07:07:22.073887","2022-07-23 22:11:47.478924"
123,1,1,25.94,"2022-07-12 19:07:13.155646","2022-07-23 22:11:47.488937"
124,1,1,26.4,"2022-07-09 22:43:08.241324","2022-07-23 22:11:47.498436"
125,1,1,27.15,"2022-07-16 02:41:33.353148","2022-07-23 22:11:47.515068"
126,1,1,25.8,"2022-07-19 23:30:38.035022","2022-07-23 22:11:47.524983"
127,1,1,27.44,"2022-07-06 16:42:10.886073","2022-07-23 22:11:47.534944"
128,1,1,27.12,"2022-07-18 22:42:36.071444","2022-07-23 22:11:47.543630"
129,1,1,26.6,"2022-07-20 17:27:54.088533","2022-07-23 22:11:47.551905"
130,1,1,27.04,"2022-07-13 16:44:02.264397","2022-07-23 22:11:47.560191"
131,1,1,26.37,"2022-07-02 16:48:12.683786","2022-07-23 22:11:47.571087"
132,1,1,25.06,"2022-07-04 17:39:07.640962","2022-07-23 22:11:47.582374"
133,1,1,25.94,"2022-07-10 08:54:48.421421","2022-07-23 22:11:47.591772"
134,1,1,26.41,"2022-07-06 01:50:34.068750","2022-07-23 22:11:47.600230"
135,1,1,27.74,"2022-07-07 17:40:05.530910","2022-07-23 22:11:47.608140"
136,1,1,27.35,"2022-07-13 02:02:30.353901","2022-07-23 22:11:47.615874"
137,1,1,26.5,"2022-07-04 10:37:32.025915","2022-07-23 22:11:47.624247"
138,1,1,25.5,"2022-07-19 02:23:01.208295","2022-07-23 22:11:47.630968"
139,1,1,26.12,"2022-07-01 14:30:49.335184","2022-07-23 22:11:47.641304"
140,1,1,25.73,"2022-07-14 11:47:25.110854","2022-07-23 22:11:47.654689"
141,1,1,27.54,"2022-07-16 04:17:22.380347","2022-07-23 22:11:47.668754"
142,1,1,25.97,"2022-07-08 21:11:15.155910","2022-07-23 22:11:47.677980"
143,1,1,26.59,"2022-07-10 22:51:53.184885","2022-07-23 22:11:47.688374"
144,1,1,25.22,"2022-07-14 00:00:35.373798","2022-07-23 22:11:47.697111"
145,1,1,25.21,"2022-07-17 12:37:29.105261","2022-07-23 22:11:47.706345"
146,1,1,27.28,"2022-07-15 01:30:58.383916","2022-07-23 22:11:47.714215"
147,1,1,27.37,"2022-06-29 11:29:03.672836","2022-07-23 22:11:47.731300"
148,1,1,26.7,"2022-06-26 06:35:04.421218","2022-07-23 22:11:47.759197"
149,1,1,26.07,"2022-07-21 03:39:42.138481","2022-07-23 22:11:47.773436"
150,1,1,25.37,"2022-07-01 18:59:32.167047","2022-07-23 22:11:47.783508"
151,1,1,25.34,"2022-07-17 01:32:54.431392","2022-07-23 22:11:47.795602"
152,1,1,27.47,"2022-07-15 23:16:08.961782","2022-07-23 22:11:47.808074"
153,1,1,27.63,"2022-07-11 02:56:50.334662","2022-07-23 22:11:47.816399"
154,1,1,26.07,"2022-07-19 09:48:12.227242","2022-07-23 22:11:47.823271"
155,1,1,26.07,"2022-06-26 10:48:45.444987","2022-07-23 22:11:47.844900"
156,1,1,25.15,"2022-07-03 05:58:55.040467","2022-07-23 22:11:47.865653"
157,1,1,25.62,"2022-06-25 13:11:05.977334","2022-07-23 22:11:47.883260"
158,1,1,26.75,"2022-07-05 11:33:00.711704","2022-07-23 22:11:47.896966"
159,1,1,25.69,"2022-07-21 00:26:03.360906","2022-07-23 22:11:47.909352"
160,1,1,26.38,"2022-07-10 21:39:44.316705","2022-07-23 22:11:47.921407"
161,1,1,26.9,"2022-06-26 18:03:58.382916","2022-07-23 22:11:47.931780"
162,1,1,27.92,"2022-06-30 11:50:56.157019","2022-07-23 22:11:47.942696"
163,1,1,27.52,"2022-06-27 13:38:32.303608","2022-07-23 22:11:47.952480"
164,1,1,27.71,"2022-07-05 14:38:09.099236","2022-07-23 22:11:47.968430"
165,1,1,25.47,"2022-07-06 19:44:18.528977","2022-07-23 22:11:47.985141"
166,1,1,25.17,"2022-07-16 13:16:30.367547","2022-07-23 22:11:47.997596"
167,1,1,26.84,"2022-07-02 12:05:14.855500","2022-07-23 22:11:48.008889"
168,1,1,25.28,"2022-07-07 07:43:29.377269","2022-07-23 22:11:48.018231"
169,1,1,27.6,"2022-07-02 15:46:50.232532","2022-07-23 22:11:48.028541"
170,1,1,27.57,"2022-07-22 06:50:34.149953","2022-07-23 22:11:48.044452"
171,1,1,26.38,"2022-07-04 14:41:28.423044","2022-07-23 22:11:48.053691"
172,1,1,26.28,"2022-07-04 18:21:39.407103","2022-07-23 22:11:48.068406"
173,1,1,25.36,"2022-06-27 20:12:15.693840","2022-07-23 22:11:48.082014"
174,1,1,26.55,"2022-07-17 23:17:04.817953","2022-07-23 22:11:48.096984"
175,1,1,25.23,"2022-07-20 03:53:09.723380","2022-07-23 22:11:48.108505"
176,1,1,27.16,"2022-06-23 23:02:29.818935","2022-07-23 22:11:48.118886"
177,1,1,26.14,"2022-06-29 20:19:49.224866","2022-07-23 22:11:48.133576"
178,1,1,27.13,"2022-07-03 03:27:50.427008","2022-07-23 22:11:48.154523"
179,1,1,27.57,"2022-06-29 11:55:31.483905","2022-07-23 22:11:48.167008"
180,1,1,25.35,"2022-07-10 05:52:13.332505","2022-07-23 22:11:48.176025"
181,1,1,26.76,"2022-07-16 20:28:23.966803","2022-07-23 22:11:48.192787"
182,1,1,25.99,"2022-07-04 05:44:13.860708","2022-07-23 22:11:48.201523"
183,1,1,25.81,"2022-07-19 10:56:04.795269","2022-07-23 22:11:48.214942"
184,1,1,26.0,"2022-07-01 07:36:09.892973","2022-07-23 22:11:48.227104"
185,1,1,26.0,"2022-07-03 07:36:22.615371","2022-07-23 22:11:48.246705"
186,1,1,26.96,"2022-07-07 04:18:05.302038","2022-07-23 22:11:48.265223"
187,1,1,25.85,"2022-07-02 18:54:35.684252","2022-07-23 22:11:48.280955"
188,1,1,27.66,"2022-06-29 00:07:28.125952","2022-07-23 22:11:48.294458"
189,1,1,26.84,"2022-07-05 05:37:18.795659","2022-07-23 22:11:48.305102"
190,1,1,25.82,"2022-07-23 05:17:18.698612","2022-07-23 22:11:48.315842"
191,1,1,26.65,"2022-07-18 15:27:21.472679","2022-07-23 22:11:48.333457"
192,1,1,26.96,"2022-07-03 05:41:21.649335","2022-07-23 22:11:48.348260"
193,1,1,25.13,"2022-07-04 14:09:13.571727","2022-07-23 22:11:48.362174"
194,1,1,27.7,"2022-06-25 01:23:14.771463","2022-07-23 22:11:48.375956"
195,1,1,27.1,"2022-07-19 16:40:24.990045","2022-07-23 22:11:48.387075"
196,1,1,26.3,"2022-07-02 13:54:09.358177","2022-07-23 22:11:48.398079"
197,1,1,26.51,"2022-07-20 02:02:53.198876","2022-07-23 22:11:48.407697"
198,1,1,26.88,"2022-07-17 02:28:51.609543","2022-07-23 22:11:48.415358"
199,1,1,26.95,"2022-07-02 06:23:27.706401","2022-07-23 22:11:48.431451"
200,1,1,27.72,"2022-07-17 13:50:42.939849","2022-07-23 22:11:48.440325"
201,1,1,26.61,"2022-07-14 16:40:52.733064","2022-07-23 22:11:48.455389"
202,1,1,27.66,"2022-06-24 21:23:10.151111","2022-07-23 22:11:48.467619"
203,1,1,27.27,"2022-06-25 15:23:24.253752","2022-07-23 22:11:48.479996"
204,1,1,25.99,"2022-06-28 00:59:29.603131","2022-07-23 22:11:48.489757"
205,1,1,25.4,"2022-07-19 16:23:30.313562","2022-07-23 22:11:48.496652"
206,1,1,27.78,"2022-07-14 15:42:06.722655","2022-07-23 22:11:48.512822"
207,1,1,25.9,"2022-07-12 16:16:18.988983","2022-07-23 22:11:48.540323"
208,1,1,26.37,"2022-06-29 02:07:13.292447","2022-07-23 22:11:48.555002"
209,1,1,27.7,"2022-07-13 08:49:53.224150","2022-07-23 22:11:48.566733"
210,1,1,25.86,"2022-07-18 23:28:20.864847","2022-07-23 22:11:48.584055"
211,1,1,26.42,"2022-07-19 21:15:49.528539","2022-07-23 22:11:48.604949"
212,1,1,27.15,"2022-06-30 13:16:19.714381","2022-07-23 22:11:48.617128"
213,1,1,26.21,"2022-06-25 14:19:46.770772","2022-07-23 22:11:48.631162"
214,1,1,26.44,"2022-07-09 02:10:53.315553","2022-07-23 22:11:48.646901"
215,1,1,25.8,"2022-06-29 19:52:29.686466","2022-07-23 22:11:48.655844"
216,1,1,25.1,"2022-07-21 23:35:48.933110","2022-07-23 22:11:48.666386"
217,1,1,25.91,"2022-07-06 13:50:03.039135","2022-07-23 22:11:48.680281"
218,1,1,25.61,"2022-07-19 21:43:01.221915","2022-07-23 22:11:48.691994"
219,1,1,25.1,"2022-06-24 11:11:31.843449","2022-07-23 22:11:48.703820"
220,1,1,27.93,"2022-07-21 21:59:28.651129","2022-07-23 22:11:48.714866"
221,1,1,26.77,"2022-07-03 01:47:40.429247","2022-07-23 22:11:48.726843"
222,1,1,27.62,"2022-06-29 20:22:17.566137","2022-07-23 22:11:48.737652"
223,1,1,27.56,"2022-06-30 20:03:34.059998","2022-07-23 22:11:48.750285"
224,1,1,27.33,"2022-06-26 23:11:08.603538","2022-07-23 22:11:48.762491"
225,1,1,27.78,"2022-07-10 06:05:55.348994","2022-07-23 22:11:48.780466"
226,1,1,25.95,"2022-07-07 11:58:02.229072","2022-07-23 22:11:48.795136"
227,1,1,27.58,"2022-07-09 21:49:29.013571","2022-07-23 22:11:48.811547"
228,1,1,26.37,"2022-06-28 19:58:51.034435","2022-07-23 22:11:48.824275"
229,1,1,27.38,"2022-07-22 19:05:44.696178","2022-07-23 22:11:48.835048"
230,1,1,26.44,"2022-07-23 16:20:33.515715","2022-07-23 22:11:48.844529"
231,1,1,27.4,"2022-06-28 09:06:59.022295","2022-07-23 22:11:48.855609"
232,1,1,25.35,"2022-07-22 21:07:51.669274","2022-07-23 22:11:48.872788"
233,1,1,27.15,"2022-07-09 17:56:03.770973","2022-07-23 22:11:48.893764"
234,1,1,26.54,"2022-07-16 00:04:00.379434","2022-07-23 22:11:48.906968"
235,1,1,25.32,"2022-07-17 13:26:39.912304","2022-07-23 22:11:48.916781"
236,1,1,25.71,"2022-07-02 19:20:39.829754","2022-07-23 22:11:48.933451"
237,1,1,25.12,"2022-07-08 02:38:36.442135","2022-07-23 22:11:48.944142"
238,1,1,26.66,"2022-07-09 06:59:08.374020","2022-07-23 22:11:48.954520"
239,1,1,27.64,"2022-06-24 15:44:54.829583","2022-07-23 22:11:48.964446"
240,1,1,26.48,"2022-07-03 05:16:49.256521","2022-07-23 22:11:48.977621"
241,1,1,27.89,"2022-07-02 09:23:27.938375","2022-07-23 22:11:48.994622"
242,1,1,25.8,"2022-07-23 16:48:40.998162","2022-07-23 22:11:49.010551"
243,1,1,27.91,"2022-06-29 16:29:48.176667","2022-07-23 22:11:49.029370"
244,1,1,27.51,"2022-07-02 11:48:54.580591","2022-07-23 22:11:49.045426"
245,1,1,26.96,"2022-07-08 22:20:08.151394","2022-07-23 22:11:49.061588"
246,1,1,27.29,"2022-07-08 02:23:16.413489","2022-07-23 22:11:49.075625"
247,1,1,26.14,"2022-06-25 06:04:55.008635","2022-07-23 22:11:49.091153"
248,1,1,27.4,"2022-07-09 12:14:21.844542","2022-07-23 22:11:49.103580"
249,1,1,25.29,"2022-07-03 18:10:10.425860","2022-07-23 22:11:49.115243"
250,1,1,26.34,"2022-07-05 03:07:45.799635","2022-07-23 22:11:49.127011"
251,1,1,27.71,"2022-07-18 06:38:41.996484","2022-07-23 22:11:49.140020"
252,1,1,26.4,"2022-06-30 13:02:25.748814","2022-07-23 22:11:49.161039"
253,1,1,27.9,"2022-07-06 21:35:00.898376","2022-07-23 22:11:49.176177"
254,1,1,25.89,"2022-07-09 20:23:02.416436","2022-07-23 22:11:49.189823"
255,1,1,27.08,"2022-07-18 14:13:27.975245","2022-07-23 22:11:49.206590"
256,1,1,27.08,"2022-06-29 17:27:34.937494","2022-07-23 22:11:49.220481"
257,1,1,26.67,"2022-06-26 15:49:12.594515","2022-07-23 22:11:49.235312"
258,1,1,25.07,"2022-07-04 04:03:09.869821","2022-07-23 22:11:49.244564"
259,1,1,26.69,"2022-07-06 01:31:47.675239","2022-07-23 22:11:49.256855"
260,1,1,26.97,"2022-07-20 00:39:03.402228","2022-07-23 22:11:49.264982"
261,1,1,27.79,"2022-07-16 21:11:39.422195","2022-07-23 22:11:49.275578"
262,1,1,26.02,"2022-06-25 08:50:09.775441","2022-07-23 22:11:49.284904"
263,1,1,25.0,"2022-07-10 22:36:55.673322","2022-07-23 22:11:49.302453"
264,1,1,27.19,"2022-07-06 08:58:05.377256","2022-07-23 22:11:49.325909"
265,1,1,27.5,"2022-07-04 21:18:21.770004","2022-07-23 22:11:49.338850"
266,1,1,27.19,"2022-07-12 00:17:10.411915","2022-07-23 22:11:49.346576"
267,1,1,27.21,"2022-07-09 14:16:06.462722","2022-07-23 22:11:49.360521"
268,1,1,26.06,"2022-07-13 01:28:48.366804","2022-07-23 22:11:49.367519"
269,1,1,27.06,"2022-07-02 18:33:38.079781","2022-07-23 22:11:49.376181"
270,1,1,26.17,"2022-07-06 09:50:10.234187","2022-07-23 22:11:49.385329"
271,1,1,26.2,"2022-07-08 05:02:14.081245","2022-07-23 22:11:49.391719"
272,1,1,26.17,"2022-07-07 11:55:07.087530","2022-07-23 22:11:49.402921"
273,1,1,27.33,"2022-07-18 21:19:26.243815","2022-07-23 22:11:49.411041"
274,1,1,27.73,"2022-07-12 16:34:18.693472","2022-07-23 22:11:49.420468"
275,1,1,26.53,"2022-07-16 21:49:00.983149","2022-07-23 22:11:49.433657"
276,1,1,25.36,"2022-07-12 14:33:27.145196","2022-07-23 22:11:49.449782"
277,1,1,25.17,"2022-07-20 16:24:40.569509","2022-07-23 22:11:49.458161"
278,1,1,25.28,"2022-07-13 19:30:07.714217","2022-07-23 22:11:49.466293"
279,1,1,26.3,"2022-06-26 03:12:23.661928","2022-07-23 22:11:49.480391"
280,1,1,27.03,"2022-07-12 11:32:18.264678","2022-07-23 22:11:49.490089"
281,1,1,25.62,"2022-06-28 20:17:42.150406","2022-07-23 22:11:49.505124"
282,1,1,27.67,"2022-07-16 08:16:07.989234","2022-07-23 22:11:49.518854"
283,1,1,27.65,"2022-07-08 18:49:19.354777","2022-07-23 22:11:49.530138"
284,1,1,26.38,"2022-07-14 07:14:19.028891","2022-07-23 22:11:49.542808"
285,1,1,26.63,"2022-07-07 07:57:29.618574","2022-07-23 22:11:49.559112"
286,1,1,26.14,"2022-06-28 00:45:10.954398","2022-07-23 22:11:49.571837"
287,1,1,27.02,"2022-07-17 12:31:42.989590","2022-07-23 22:11:49.581834"
288,1,1,26.12,"2022-07-08 15:51:58.231494","2022-07-23 22:11:49.590869"
289,1,1,26.87,"2022-07-20 08:38:43.266352","2022-07-23 22:11:49.601602"
290,1,1,27.87,"2022-06-24 10:41:33.300372","2022-07-23 22:11:49.616199"
291,1,1,26.09,"2022-06-30 04:34:49.449406","2022-07-23 22:11:49.630537"
292,1,1,27.62,"2022-06-28 18:11:28.961307","2022-07-23 22:11:49.641290"
293,1,1,27.74,"2022-07-11 13:19:41.557365","2022-07-23 22:11:49.651514"
294,1,1,26.28,"2022-07-22 00:31:13.263565","2022-07-23 22:11:49.661508"
295,1,1,26.91,"2022-07-19 05:40:09.284355","2022-07-23 22:11:49.677874"
296,1,1,25.82,"2022-06-25 06:33:04.965959","2022-07-23 22:11:49.689754"
297,1,1,27.23,"2022-07-21 21:10:02.924492","2022-07-23 22:11:49.705304"
298,1,1,25.04,"2022-07-18 13:03:24.153273","2022-07-23 22:11:49.723680"
299,1,1,25.4,"2022-07-02 13:16:46.225560","2022-07-23 22:11:49.736616"
300,1,1,27.84,"2022-07-23 16:25:16.752336","2022-07-23 22:11:49.751963"
301,1,1,27.55,"2022-06-26 04:49:32.156984","2022-07-23 22:11:49.762735"
302,1,1,27.5,"2022-06-26 06:18:59.602138","2022-07-23 22:11:49.781032"
303,1,1,27.81,"2022-07-11 22:04:59.782669","2022-07-23 22:11:49.794391"
304,1,1,27.1,"2022-07-03 21:08:20.059664","2022-07-23 22:11:49.805230"
305,1,1,26.78,"2022-06-25 02:02:17.046193","2022-07-23 22:11:49.814535"
306,1,1,26.69,"2022-07-21 00:33:35.633058","2022-07-23 22:11:49.823426"
307,1,1,26.5,"2022-06-25 14:13:58.796570","2022-07-23 22:11:49.832095"
308,1,1,26.29,"2022-07-11 15:11:13.014452","2022-07-23 22:11:49.845576"
309,1,1,25.53,"2022-07-19 03:30:06.432509","2022-07-23 22:11:49.858810"
310,1,1,26.92,"2022-07-19 22:48:50.885588","2022-07-23 22:11:49.868199"
311,1,1,27.66,"2022-07-19 05:46:55.939638","2022-07-23 22:11:49.877773"
312,1,1,27.28,"2022-07-10 19:37:58.219133","2022-07-23 22:11:49.887365"
313,1,1,27.55,"2022-07-23 20:50:35.154137","2022-07-23 22:11:49.894674"
314,1,1,25.18,"2022-07-12 00:49:33.699875","2022-07-23 22:11:49.911946"
315,1,1,26.6,"2022-07-15 04:35:28.787426","2022-07-23 22:11:49.927874"
316,1,1,26.81,"2022-07-02 10:23:33.241452","2022-07-23 22:11:49.944362"
317,1,1,27.52,"2022-06-27 13:32:37.571907","2022-07-23 22:11:49.958688"
